"","FIPS","Date","MMWR_week","Recip_County","Recip_State","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Census2019","date_updated","county","state","total_population","health_service_area_number","health_service_area","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_cases_per_100k","covid.19_community_level"
"2406",46089,2022-03-31,13,"McPherson County","SD",96.7,1031,43.3,954,40.1,623,65.3,2379,2022-03-24,"McPherson County, SD","South Dakota",2379,572,"Brown, SD - Spink, SD","0.1%",1.6,0,"Low"
"2407",46091,2022-03-31,13,"Marshall County","SD",96.7,2954,59.9,2562,51.9,1356,52.9,4935,2022-03-24,"Marshall County, SD","South Dakota",4935,572,"Brown, SD - Spink, SD","0.1%",1.6,20.26,"Low"
"2408",46093,2022-03-31,13,"Meade County","SD",96.7,18483,65.2,15227,53.7,3557,23.4,28332,2022-03-24,"Meade County, SD","South Dakota",28332,558,"Pennington (Rapid City), SD - Meade, SD","2.0%",6.4,10.59,"Low"
"2409",46095,2022-03-31,13,"Mellette County","SD",96.7,897,43.5,737,35.8,276,37.4,2061,2022-03-24,"Mellette County, SD","South Dakota",2061,595,"Todd, SD - Tripp, SD","0.0%",0,0,"Low"
"2410",46097,2022-03-31,13,"Miner County","SD",96.7,1427,64.4,1209,54.6,623,51.5,2216,2022-03-24,"Miner County, SD","South Dakota",2216,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD","3.4%",6,0,"Low"
"2411",46099,2022-03-31,13,"Minnehaha County","SD",96.7,163015,84.4,127580,66.1,52112,40.8,193134,2022-03-24,"Minnehaha County, SD","South Dakota",193134,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD","3.4%",6,13.46,"Low"
"2412",46101,2022-03-31,13,"Moody County","SD",96.7,4186,63.7,3228,49.1,1359,42.1,6576,2022-03-24,"Moody County, SD","South Dakota",6576,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD","3.4%",6,0,"Low"
"2413",46102,2022-03-31,13,"Oglala Lakota County","SD",96.7,12553,88.5,10729,75.7,3044,28.4,14177,2022-03-24,"Oglala Lakota County, SD","South Dakota",14177,623,"Shannon, SD - Dawes, NE","0.0%",0,42.32,"Low"
"2414",46103,2022-03-31,13,"Pennington County","SD",96.7,83467,73.4,65295,57.4,23631,36.2,113775,2022-03-24,"Pennington County, SD","South Dakota",113775,558,"Pennington (Rapid City), SD - Meade, SD","2.0%",6.4,45.7,"Low"
"2415",46105,2022-03-31,13,"Perkins County","SD",96.7,1037,36.2,920,32.1,438,47.6,2865,2022-03-24,"Perkins County, SD","South Dakota",2865,640,"Perkins, SD - Bowman, ND","0.0%",0,34.9,"Low"
"2416",46107,2022-03-31,13,"Potter County","SD",96.7,1481,68.8,1309,60.8,678,51.8,2153,2022-03-24,"Potter County, SD","South Dakota",2153,648,"Dewey, SD - Walworth, SD","0.0%",0,0,"Low"
"2417",46109,2022-03-31,13,"Roberts County","SD",96.7,9241,88.9,7650,73.6,2807,36.7,10394,2022-03-24,"Roberts County, SD","South Dakota",10394,590,"Roberts, SD - Big Stone, MN","0.0%",0,28.86,"Low"
"2418",46111,2022-03-31,13,"Sanborn County","SD",96.7,1551,66.2,1292,55.1,667,51.6,2344,2022-03-24,"Sanborn County, SD","South Dakota",2344,615,"Davison, SD - Charles Mix, SD","1.1%",0,0,"Low"
"2419",46115,2022-03-31,13,"Spink County","SD",96.7,3695,58,3312,51.9,1802,54.4,6376,2022-03-24,"Spink County, SD","South Dakota",6376,572,"Brown, SD - Spink, SD","0.1%",1.6,31.37,"Low"
"2420",46117,2022-03-31,13,"Stanley County","SD",96.7,2216,71.5,1817,58.7,784,43.1,3098,2022-03-24,"Stanley County, SD","South Dakota",3098,629,"Hughes, SD - Stanley, SD","4.7%",21.8,0,"High"
"2421",46119,2022-03-31,13,"Sully County","SD",96.7,757,54.4,617,44.4,266,43.1,1391,2022-03-24,"Sully County, SD","South Dakota",1391,629,"Hughes, SD - Stanley, SD","4.7%",21.8,0,"High"
"2422",46121,2022-03-31,13,"Todd County","SD",96.7,8844,86.9,7044,69.2,3146,44.7,10177,2022-03-24,"Todd County, SD","South Dakota",10177,595,"Todd, SD - Tripp, SD","0.0%",0,68.78,"Low"
"2423",46123,2022-03-31,13,"Tripp County","SD",96.7,2818,51.8,2424,44.6,1109,45.8,5441,2022-03-24,"Tripp County, SD","South Dakota",5441,595,"Todd, SD - Tripp, SD","0.0%",0,0,"Low"
"2424",46125,2022-03-31,13,"Turner County","SD",96.7,5246,62.6,4458,53.2,2065,46.3,8384,2022-03-24,"Turner County, SD","South Dakota",8384,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD","3.4%",6,35.78,"Low"
"2425",46127,2022-03-31,13,"Union County","SD",96.7,10663,66.9,8138,51.1,2669,32.8,15932,2022-03-24,"Union County, SD","South Dakota",15932,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD","3.4%",6,0,"Low"
"2426",46129,2022-03-31,13,"Walworth County","SD",96.7,3102,57.1,2645,48.7,1173,44.3,5435,2022-03-24,"Walworth County, SD","South Dakota",5435,648,"Dewey, SD - Walworth, SD","0.0%",0,0,"Low"
"2427",46135,2022-03-31,13,"Yankton County","SD",96.7,17747,77.8,14543,63.7,7116,48.9,22814,2022-03-24,"Yankton County, SD","South Dakota",22814,578,"Yankton, SD - Clay, SD","2.3%",4.4,4.38,"Low"
"2428",46137,2022-03-31,13,"Ziebach County","SD",96.7,1086,39.4,919,33.3,312,33.9,2756,2022-03-24,"Ziebach County, SD","South Dakota",2756,629,"Hughes, SD - Stanley, SD","4.7%",21.8,0,"High"
"2429",47001,2022-03-31,13,"Anderson County","TN",97.8,48016,62.4,42848,55.7,20323,47.4,76978,2022-03-24,"Anderson County, TN","Tennessee",76978,226,"Anderson (Oak Ridge), TN - Roane, TN","3.7%",1.8,25.98,"Low"
"2430",47003,2022-03-31,13,"Bedford County","TN",97.8,24578,49.4,21242,42.7,7740,36.4,49713,2022-03-24,"Bedford County, TN","Tennessee",49713,260,"Bedford, TN","2.0%",0,32.18,"Low"
"2431",47005,2022-03-31,13,"Benton County","TN",97.8,7921,49,7146,44.2,3470,48.6,16160,2022-03-24,"Benton County, TN","Tennessee",16160,115,"Calloway, KY - Henry, TN","1.4%",0.9,30.94,"Low"
"2432",47007,2022-03-31,13,"Bledsoe County","TN",97.8,6392,42.4,5542,36.8,2292,41.4,15064,2022-03-24,"Bledsoe County, TN","Tennessee",15064,223,"Cumberland, TN - Fentress, TN","1.2%",0,6.64,"Low"
"2433",47009,2022-03-31,13,"Blount County","TN",97.8,77288,58.1,69264,52,32459,46.9,133088,2022-03-24,"Blount County, TN","Tennessee",133088,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,27.8,"Low"
"2434",47011,2022-03-31,13,"Bradley County","TN",97.8,50754,46.9,44988,41.6,18449,41,108110,2022-03-24,"Bradley County, TN","Tennessee",108110,173,"Bradley, TN - Gilmer, GA","1.4%",0,16.65,"Low"
"2435",47013,2022-03-31,13,"Campbell County","TN",97.8,19748,49.6,17318,43.5,7107,41,39842,2022-03-24,"Campbell County, TN","Tennessee",39842,226,"Anderson (Oak Ridge), TN - Roane, TN","3.7%",1.8,193.26,"Low"
"2436",47015,2022-03-31,13,"Cannon County","TN",97.8,5397,36.8,4713,32.1,1977,41.9,14678,2022-03-24,"Cannon County, TN","Tennessee",14678,211,"Rutherford (Murfreesboro), TN - Warren, TN","1.5%",1.2,40.88,"Low"
"2437",47017,2022-03-31,13,"Carroll County","TN",97.8,15380,55.4,13425,48.3,5817,43.3,27767,2022-03-24,"Carroll County, TN","Tennessee",27767,115,"Calloway, KY - Henry, TN","1.4%",0.9,50.42,"Low"
"2438",47019,2022-03-31,13,"Carter County","TN",97.8,25844,45.8,22697,40.2,9625,42.4,56391,2022-03-24,"Carter County, TN","Tennessee",56391,169,"Washington (Johnson City), TN - Carter, TN","5.3%",12.8,28.37,"Medium"
"2439",47021,2022-03-31,13,"Cheatham County","TN",97.8,27301,67.1,23808,58.5,8986,37.7,40667,2022-03-24,"Cheatham County, TN","Tennessee",40667,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","1.6%",5,31.97,"Low"
"2440",47023,2022-03-31,13,"Chester County","TN",97.8,6861,39.7,6178,35.7,2579,41.7,17297,2022-03-24,"Chester County, TN","Tennessee",17297,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,144.53,"Low"
"2441",47025,2022-03-31,13,"Claiborne County","TN",97.8,16535,51.7,14198,44.4,5236,36.9,31959,2022-03-24,"Claiborne County, TN","Tennessee",31959,96,"Harlan, KY - Bell, KY","4.8%",7.1,43.81,"Low"
"2442",47027,2022-03-31,13,"Clay County","TN",97.8,2489,32.7,2215,29.1,1039,46.9,7615,2022-03-24,"Clay County, TN","Tennessee",7615,215,"Putnam, TN - White, TN","1.8%",1.3,13.13,"Low"
"2443",47029,2022-03-31,13,"Cocke County","TN",97.8,19934,55.4,17831,49.5,7771,43.6,36004,2022-03-24,"Cocke County, TN","Tennessee",36004,252,"Greene, TN - Cocke, TN","3.2%",5.7,52.77,"Low"
"2444",47031,2022-03-31,13,"Coffee County","TN",97.8,29690,52.5,26001,46,11213,43.1,56520,2022-03-24,"Coffee County, TN","Tennessee",56520,239,"Coffee, TN - Franklin, TN","0.9%",0.8,15.92,"Low"
"2445",47033,2022-03-31,13,"Crockett County","TN",97.8,7762,54.5,6880,48.3,2800,40.7,14230,2022-03-24,"Crockett County, TN","Tennessee",14230,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,14.05,"Low"
"2446",47035,2022-03-31,13,"Cumberland County","TN",97.8,31519,52.1,28189,46.6,14500,51.4,60520,2022-03-24,"Cumberland County, TN","Tennessee",60520,223,"Cumberland, TN - Fentress, TN","1.2%",0,33.05,"Low"
"2447",47037,2022-03-31,13,"Davidson County","TN",97.8,509308,73.4,449500,64.8,207403,46.1,694144,2022-03-24,"Davidson County, TN","Tennessee",694144,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","1.6%",5,40.05,"Low"
"2448",47039,2022-03-31,13,"Decatur County","TN",97.8,4893,42,4424,37.9,1982,44.8,11663,2022-03-24,"Decatur County, TN","Tennessee",11663,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,8.57,"Low"
"2449",47041,2022-03-31,13,"DeKalb County","TN",97.8,9632,47,8443,41.2,3687,43.7,20490,2022-03-24,"DeKalb County, TN","Tennessee",20490,211,"Rutherford (Murfreesboro), TN - Warren, TN","1.5%",1.2,19.52,"Low"
"2450",47043,2022-03-31,13,"Dickson County","TN",97.8,29585,54.8,26132,48.4,10775,41.2,53948,2022-03-24,"Dickson County, TN","Tennessee",53948,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","1.6%",5,20.39,"Low"
"2451",47045,2022-03-31,13,"Dyer County","TN",97.8,16928,45.6,14895,40.1,5571,37.4,37159,2022-03-24,"Dyer County, TN","Tennessee",37159,248,"Dyer, TN - Lauderdale, TN","1.5%",4.3,72.66,"Low"
"2452",47047,2022-03-31,13,"Fayette County","TN",97.8,27090,65.9,23326,56.7,9738,41.7,41133,2022-03-24,"Fayette County, TN","Tennessee",41133,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,4.86,"Low"
"2453",47049,2022-03-31,13,"Fentress County","TN",97.8,7000,37.8,6257,33.8,2582,41.3,18523,2022-03-24,"Fentress County, TN","Tennessee",18523,223,"Cumberland, TN - Fentress, TN","1.2%",0,26.99,"Low"
"2454",47051,2022-03-31,13,"Franklin County","TN",97.8,19722,46.7,17312,41,7896,45.6,42208,2022-03-24,"Franklin County, TN","Tennessee",42208,239,"Coffee, TN - Franklin, TN","0.9%",0.8,33.17,"Low"
"2455",47053,2022-03-31,13,"Gibson County","TN",97.8,24851,50.6,22249,45.3,9513,42.8,49133,2022-03-24,"Gibson County, TN","Tennessee",49133,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,54.95,"Low"
"2456",47055,2022-03-31,13,"Giles County","TN",97.8,13177,44.7,11539,39.2,4856,42.1,29464,2022-03-24,"Giles County, TN","Tennessee",29464,208,"Maury, TN - Giles, TN","2.2%",2.3,23.76,"Low"
"2457",47057,2022-03-31,13,"Grainger County","TN",97.8,12628,54.2,11397,48.9,4802,42.1,23320,2022-03-24,"Grainger County, TN","Tennessee",23320,217,"Hamblen (Morristown), TN - Jefferson, TN","2.3%",0.7,47.17,"Low"
"2458",47059,2022-03-31,13,"Greene County","TN",97.8,35359,51.2,31845,46.1,14142,44.4,69069,2022-03-24,"Greene County, TN","Tennessee",69069,252,"Greene, TN - Cocke, TN","3.2%",5.7,53.57,"Low"
"2459",47061,2022-03-31,13,"Grundy County","TN",97.8,4700,35,4089,30.5,1553,38,13427,2022-03-24,"Grundy County, TN","Tennessee",13427,239,"Coffee, TN - Franklin, TN","0.9%",0.8,7.45,"Low"
"2460",47063,2022-03-31,13,"Hamblen County","TN",97.8,31289,48.2,27651,42.6,11521,41.7,64934,2022-03-24,"Hamblen County, TN","Tennessee",64934,217,"Hamblen (Morristown), TN - Jefferson, TN","2.3%",0.7,12.32,"Low"
"2461",47065,2022-03-31,13,"Hamilton County","TN",97.8,234263,63.7,206528,56.2,97837,47.4,367804,2022-03-24,"Hamilton County, TN","Tennessee",367804,141,"Hamilton (Chattanooga), TN - Walker, GA","2.9%",4.6,42.96,"Low"
"2462",47067,2022-03-31,13,"Hancock County","TN",97.8,2381,36,2146,32.4,843,39.3,6620,2022-03-24,"Hancock County, TN","Tennessee",6620,217,"Hamblen (Morristown), TN - Jefferson, TN","2.3%",0.7,15.11,"Low"
"2463",47069,2022-03-31,13,"Hardeman County","TN",97.8,13218,52.8,11565,46.2,4430,38.3,25050,2022-03-24,"Hardeman County, TN","Tennessee",25050,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,15.97,"Low"
"2464",47071,2022-03-31,13,"Hardin County","TN",97.8,11859,46.2,10392,40.5,4266,41.1,25652,2022-03-24,"Hardin County, TN","Tennessee",25652,245,"Hardin, TN - McNairy, TN","0.0%",0,58.47,"Low"
"2465",47073,2022-03-31,13,"Hawkins County","TN",97.8,28118,49.5,25155,44.3,10340,41.1,56786,2022-03-24,"Hawkins County, TN","Tennessee",56786,151,"Sullivan (Kingsport), TN - Hawkins, TN","5.4%",6.6,36.98,"Low"
"2466",47075,2022-03-31,13,"Haywood County","TN",97.8,10422,60.2,9007,52.1,3701,41.1,17304,2022-03-24,"Haywood County, TN","Tennessee",17304,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,17.34,"Low"
"2467",47077,2022-03-31,13,"Henderson County","TN",97.8,13050,46.4,11591,41.2,4888,42.2,28117,2022-03-24,"Henderson County, TN","Tennessee",28117,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,24.9,"Low"
"2468",47079,2022-03-31,13,"Henry County","TN",97.8,17052,52.7,15144,46.8,7120,47,32345,2022-03-24,"Henry County, TN","Tennessee",32345,115,"Calloway, KY - Henry, TN","1.4%",0.9,21.64,"Low"
"2469",47081,2022-03-31,13,"Hickman County","TN",97.8,11865,47.1,10659,42.3,4720,44.3,25178,2022-03-24,"Hickman County, TN","Tennessee",25178,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","1.6%",5,15.89,"Low"
"2470",47083,2022-03-31,13,"Houston County","TN",97.8,3894,47.5,3547,43.3,1490,42,8201,2022-03-24,"Houston County, TN","Tennessee",8201,234,"Montgomery (Clarksville), TN - Stewart, TN","0.4%",0,12.19,"Low"
"2471",47085,2022-03-31,13,"Humphreys County","TN",97.8,8667,46.6,7674,41.3,2748,35.8,18582,2022-03-24,"Humphreys County, TN","Tennessee",18582,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","1.6%",5,5.38,"Low"
"2472",47087,2022-03-31,13,"Jackson County","TN",97.8,4564,38.7,4083,34.6,1830,44.8,11786,2022-03-24,"Jackson County, TN","Tennessee",11786,215,"Putnam, TN - White, TN","1.8%",1.3,16.97,"Low"
"2473",47089,2022-03-31,13,"Jefferson County","TN",97.8,30249,55.5,27199,49.9,12219,44.9,54495,2022-03-24,"Jefferson County, TN","Tennessee",54495,217,"Hamblen (Morristown), TN - Jefferson, TN","2.3%",0.7,33.03,"Low"
"2474",47091,2022-03-31,13,"Johnson County","TN",97.8,7795,43.8,6590,37,2932,44.5,17788,2022-03-24,"Johnson County, TN","Tennessee",17788,194,"Watauga, NC - Ashe, NC","7.7%",1,39.35,"Low"
"2475",47093,2022-03-31,13,"Knox County","TN",97.8,312630,66.5,281730,59.9,135152,48,470313,2022-03-24,"Knox County, TN","Tennessee",470313,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,38.91,"Low"
"2476",47095,2022-03-31,13,"Lake County","TN",97.8,2765,39.4,2463,35.1,694,28.2,7016,2022-03-24,"Lake County, TN","Tennessee",7016,248,"Dyer, TN - Lauderdale, TN","1.5%",4.3,14.25,"Low"
"2477",47097,2022-03-31,13,"Lauderdale County","TN",97.8,10897,42.5,9587,37.4,3541,36.9,25633,2022-03-24,"Lauderdale County, TN","Tennessee",25633,248,"Dyer, TN - Lauderdale, TN","1.5%",4.3,15.6,"Low"
"2478",47099,2022-03-31,13,"Lawrence County","TN",97.8,18250,41.3,16131,36.5,6680,41.4,44142,2022-03-24,"Lawrence County, TN","Tennessee",44142,232,"Lawrence, TN - Wayne, TN","1.7%",1.5,20.39,"Low"
"2479",47101,2022-03-31,13,"Lewis County","TN",97.8,4878,39.8,4354,35.5,1836,42.2,12268,2022-03-24,"Lewis County, TN","Tennessee",12268,208,"Maury, TN - Giles, TN","2.2%",2.3,0,"Low"
"2480",47103,2022-03-31,13,"Lincoln County","TN",97.8,15865,46.2,14182,41.3,5996,42.3,34366,2022-03-24,"Lincoln County, TN","Tennessee",34366,210,"Madison (Huntsville), AL - Limestone, AL","2.2%",13.1,14.55,"Medium"
"2481",47105,2022-03-31,13,"Loudon County","TN",97.8,38171,70.6,34328,63.5,17310,50.4,54068,2022-03-24,"Loudon County, TN","Tennessee",54068,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,46.24,"Low"
"2482",47107,2022-03-31,13,"McMinn County","TN",97.8,23955,44.5,21499,40,9309,43.3,53794,2022-03-24,"McMinn County, TN","Tennessee",53794,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,11.15,"Low"
"2483",47109,2022-03-31,13,"McNairy County","TN",97.8,14035,54.6,12126,47.2,4613,38,25694,2022-03-24,"McNairy County, TN","Tennessee",25694,245,"Hardin, TN - McNairy, TN","0.0%",0,7.78,"Low"
"2484",47111,2022-03-31,13,"Macon County","TN",97.8,8793,35.7,7867,32,3135,39.9,24602,2022-03-24,"Macon County, TN","Tennessee",24602,231,"Sumner (Hendersonville), TN - Wilson, TN","1.9%",2,20.32,"Low"
"2485",47113,2022-03-31,13,"Madison County","TN",97.8,58879,60.1,53235,54.3,23973,45,97984,2022-03-24,"Madison County, TN","Tennessee",97984,188,"Madison (Jackson), TN - Gibson, TN","4.4%",3.5,56.13,"Low"
"2486",47115,2022-03-31,13,"Marion County","TN",97.8,15164,52.5,13271,45.9,5789,43.6,28907,2022-03-24,"Marion County, TN","Tennessee",28907,141,"Hamilton (Chattanooga), TN - Walker, GA","2.9%",4.6,41.51,"Low"
"2487",47117,2022-03-31,13,"Marshall County","TN",97.8,17003,49.5,14601,42.5,5967,40.9,34375,2022-03-24,"Marshall County, TN","Tennessee",34375,208,"Maury, TN - Giles, TN","2.2%",2.3,23.27,"Low"
"2488",47119,2022-03-31,13,"Maury County","TN",97.8,68749,71.3,61679,64,26241,42.5,96387,2022-03-24,"Maury County, TN","Tennessee",96387,208,"Maury, TN - Giles, TN","2.2%",2.3,15.56,"Low"
"2489",47121,2022-03-31,13,"Meigs County","TN",97.8,9414,75.8,8452,68,3834,45.4,12422,2022-03-24,"Meigs County, TN","Tennessee",12422,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,16.1,"Low"
"2490",47123,2022-03-31,13,"Monroe County","TN",97.8,22159,47.6,20104,43.2,8937,44.5,46545,2022-03-24,"Monroe County, TN","Tennessee",46545,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,47.27,"Low"
"2491",47125,2022-03-31,13,"Montgomery County","TN",97.8,145144,69.4,126361,60.5,34149,27,208993,2022-03-24,"Montgomery County, TN","Tennessee",208993,234,"Montgomery (Clarksville), TN - Stewart, TN","0.4%",0,17.7,"Low"
"2492",47127,2022-03-31,13,"Moore County","TN",97.8,1603,24.7,1413,21.8,662,46.9,6488,2022-03-24,"Moore County, TN","Tennessee",6488,239,"Coffee, TN - Franklin, TN","0.9%",0.8,15.41,"Low"
"2493",47129,2022-03-31,13,"Morgan County","TN",97.8,12324,57.6,11028,51.5,4411,40,21403,2022-03-24,"Morgan County, TN","Tennessee",21403,226,"Anderson (Oak Ridge), TN - Roane, TN","3.7%",1.8,32.71,"Low"
"2494",47131,2022-03-31,13,"Obion County","TN",97.8,14091,46.9,12352,41.1,4437,35.9,30069,2022-03-24,"Obion County, TN","Tennessee",30069,181,"Weakley, TN - Obion, TN","0.3%",1.4,9.98,"Low"
"2495",47133,2022-03-31,13,"Overton County","TN",97.8,8714,39.2,7872,35.4,3675,46.7,22241,2022-03-24,"Overton County, TN","Tennessee",22241,215,"Putnam, TN - White, TN","1.8%",1.3,8.99,"Low"
"2496",47135,2022-03-31,13,"Perry County","TN",97.8,3656,45.3,3302,40.9,1464,44.3,8076,2022-03-24,"Perry County, TN","Tennessee",8076,232,"Lawrence, TN - Wayne, TN","1.7%",1.5,12.38,"Low"
"2497",47137,2022-03-31,13,"Pickett County","TN",97.8,2489,49.3,2248,44.5,1087,48.4,5048,2022-03-24,"Pickett County, TN","Tennessee",5048,215,"Putnam, TN - White, TN","1.8%",1.3,0,"Low"
"2498",47139,2022-03-31,13,"Polk County","TN",97.8,7609,45.2,6924,41.1,3040,43.9,16832,2022-03-24,"Polk County, TN","Tennessee",16832,173,"Bradley, TN - Gilmer, GA","1.4%",0,41.59,"Low"
"2499",47141,2022-03-31,13,"Putnam County","TN",97.8,44901,56,40807,50.9,17634,43.2,80245,2022-03-24,"Putnam County, TN","Tennessee",80245,215,"Putnam, TN - White, TN","1.8%",1.3,14.95,"Low"
"2500",47143,2022-03-31,13,"Rhea County","TN",97.8,15932,48,14201,42.8,6058,42.7,33167,2022-03-24,"Rhea County, TN","Tennessee",33167,226,"Anderson (Oak Ridge), TN - Roane, TN","3.7%",1.8,54.27,"Low"
"2501",47145,2022-03-31,13,"Roane County","TN",97.8,26058,48.8,23659,44.3,11039,46.7,53382,2022-03-24,"Roane County, TN","Tennessee",53382,226,"Anderson (Oak Ridge), TN - Roane, TN","3.7%",1.8,44.96,"Low"
"2502",47147,2022-03-31,13,"Robertson County","TN",97.8,41910,58.4,37298,51.9,15107,40.5,71813,2022-03-24,"Robertson County, TN","Tennessee",71813,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","1.6%",5,20.89,"Low"
"2503",47149,2022-03-31,13,"Rutherford County","TN",97.8,201731,60.7,179220,53.9,71326,39.8,332285,2022-03-24,"Rutherford County, TN","Tennessee",332285,211,"Rutherford (Murfreesboro), TN - Warren, TN","1.5%",1.2,17.76,"Low"
"2504",47151,2022-03-31,13,"Scott County","TN",97.8,8944,40.5,8040,36.4,3100,38.6,22068,2022-03-24,"Scott County, TN","Tennessee",22068,263,"Scott, TN","0.0%",0,49.85,"Low"
"2505",47153,2022-03-31,13,"Sequatchie County","TN",97.8,6018,40.1,5224,34.8,2309,44.2,15026,2022-03-24,"Sequatchie County, TN","Tennessee",15026,141,"Hamilton (Chattanooga), TN - Walker, GA","2.9%",4.6,26.62,"Low"
"2506",47155,2022-03-31,13,"Sevier County","TN",97.8,55969,57,49230,50.1,20489,41.6,98250,2022-03-24,"Sevier County, TN","Tennessee",98250,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,32.57,"Low"
"2507",47157,2022-03-31,13,"Shelby County","TN",97.8,622947,66.5,517303,55.2,202681,39.2,937166,2022-03-24,"Shelby County, TN","Tennessee",937166,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,16.54,"Low"
"2508",47159,2022-03-31,13,"Smith County","TN",97.8,7582,37.6,6631,32.9,2696,40.7,20157,2022-03-24,"Smith County, TN","Tennessee",20157,231,"Sumner (Hendersonville), TN - Wilson, TN","1.9%",2,0,"Low"
"2509",47161,2022-03-31,13,"Stewart County","TN",97.8,6758,49.3,6028,44,2515,41.7,13715,2022-03-24,"Stewart County, TN","Tennessee",13715,234,"Montgomery (Clarksville), TN - Stewart, TN","0.4%",0,14.58,"Low"
"2510",47163,2022-03-31,13,"Sullivan County","TN",97.8,100834,63.7,88885,56.1,39366,44.3,158348,2022-03-24,"Sullivan County, TN","Tennessee",158348,151,"Sullivan (Kingsport), TN - Hawkins, TN","5.4%",6.6,34.1,"Low"
"2511",47165,2022-03-31,13,"Sumner County","TN",97.8,103257,54,91493,47.8,40384,44.1,191283,2022-03-24,"Sumner County, TN","Tennessee",191283,231,"Sumner (Hendersonville), TN - Wilson, TN","1.9%",2,16.21,"Low"
"2512",47167,2022-03-31,13,"Tipton County","TN",97.8,28454,46.2,24860,40.4,8966,36.1,61599,2022-03-24,"Tipton County, TN","Tennessee",61599,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,16.23,"Low"
"2513",47169,2022-03-31,13,"Trousdale County","TN",97.8,4589,40.7,4127,36.6,1615,39.1,11284,2022-03-24,"Trousdale County, TN","Tennessee",11284,231,"Sumner (Hendersonville), TN - Wilson, TN","1.9%",2,8.86,"Low"
"2514",47171,2022-03-31,13,"Unicoi County","TN",97.8,10791,60.3,9643,53.9,4280,44.4,17883,2022-03-24,"Unicoi County, TN","Tennessee",17883,169,"Washington (Johnson City), TN - Carter, TN","5.3%",12.8,50.33,"Medium"
"2515",47173,2022-03-31,13,"Union County","TN",97.8,7789,39,6940,34.7,3031,43.7,19972,2022-03-24,"Union County, TN","Tennessee",19972,147,"Knox (Knoxville), TN - Blount, TN","2.7%",2.1,5.01,"Low"
"2516",47175,2022-03-31,13,"Van Buren County","TN",97.8,3807,64.8,3429,58.4,1585,46.2,5872,2022-03-24,"Van Buren County, TN","Tennessee",5872,211,"Rutherford (Murfreesboro), TN - Warren, TN","1.5%",1.2,0,"Low"
"2517",47177,2022-03-31,13,"Warren County","TN",97.8,19077,46.2,16991,41.2,7503,44.2,41277,2022-03-24,"Warren County, TN","Tennessee",41277,211,"Rutherford (Murfreesboro), TN - Warren, TN","1.5%",1.2,16.96,"Low"
"2518",47179,2022-03-31,13,"Washington County","TN",97.8,86225,66.6,76853,59.4,35049,45.6,129375,2022-03-24,"Washington County, TN","Tennessee",129375,169,"Washington (Johnson City), TN - Carter, TN","5.3%",12.8,44.06,"Medium"
"2519",47181,2022-03-31,13,"Wayne County","TN",97.8,7572,45.4,6804,40.8,2918,42.9,16673,2022-03-24,"Wayne County, TN","Tennessee",16673,232,"Lawrence, TN - Wayne, TN","1.7%",1.5,29.99,"Low"
"2520",47183,2022-03-31,13,"Weakley County","TN",97.8,14270,42.8,12641,37.9,5363,42.4,33328,2022-03-24,"Weakley County, TN","Tennessee",33328,181,"Weakley, TN - Obion, TN","0.3%",1.4,6,"Low"
"2521",47185,2022-03-31,13,"White County","TN",97.8,12810,46.8,11553,42.2,5250,45.4,27345,2022-03-24,"White County, TN","Tennessee",27345,215,"Putnam, TN - White, TN","1.8%",1.3,10.97,"Low"
